date,temperature_min,temperature_avg,temperature_max,uv_max,rain_sum,humidity_avg,wind_max,wind_avg
2016-03-04,17.1,24.15,36.9,7.17,0.6,52.84,29.88,7.57
2016-03-05,20.4,21.25,23.1,3.36,0,78.65,22.32,8.01
2016-03-16,23.5,27.85,31.7,5.38,0,34.89,28.44,10.6
2016-03-17,21.2,26.98,32.4,5.1,0,35.2,42.84,14.94
2016-03-18,14,18.45,28.6,5.49,14.4,55.99,71.64,19.26
2016-03-19,12.3,15.27,19.3,5.71,0.2,58.25,33.12,10.8
2016-03-20,13.1,17.55,22.9,4.54,0,46.18,25.92,7.72
2016-03-21,13.7,18.08,24,4.82,0,54.4,33.48,8.81
2016-03-22,12.2,18.8,25.3,4.65,0,57.6,16.92,4.92
2016-03-23,14.4,20.4,29.2,5.26,0,49.52,26.28,8.57
2016-03-24,17.6,19.31,21.5,3.75,0,65.76,23.4,6.81
2016-03-25,16.5,18.04,20.4,4.54,0,55.43,28.08,7.1
2016-03-26,14,17.38,20.6,3.14,1,62.95,23.4,7.3
2016-03-27,14.8,16.56,19.6,5.04,1.6,51.82,27,8.73
2016-03-28,13,16.22,19.5,3.75,0,42.87,33.12,8.87
2016-03-29,14.5,16.55,18.4,1.74,0,46.54,29.52,9.5
2016-03-30,13.8,16.64,18.6,2.69,0,48.38,30.96,8.32
2016-03-31,11.3,17.49,22.8,4.03,0,52.07,17.64,5.59
2016-04-01,13.3,20.61,26.5,3.92,0,41.33,46.08,13.71
2016-04-02,14.5,18.45,23.2,4.09,0,41.51,39.24,10.51
2016-04-03,11.4,15.24,19.1,4.2,0,49.36,30.6,8.37
2016-04-04,10.2,16.48,23.1,3.47,0,56.56,18,6.01
2016-04-05,13.4,21.18,29.5,3.92,0,40.71,42.84,13.83
2016-04-06,11.5,15.74,19.4,1.79,2,73.09,31.68,7.1
2016-04-07,9.1,14.47,18.7,3.75,0.2,59.54,15.84,4.41
2016-04-08,11.3,15.75,20.2,3.19,0,57.73,19.44,3.69
2016-04-09,10.6,16.63,22.6,4.14,0,53.91,17.64,5.77
2016-04-10,14.4,18.44,23.4,3.92,0,48.55,33.84,9.21
2016-04-11,14.9,17,20.3,3.47,0,65.14,28.44,11.18
2016-04-12,14.2,16.12,18.7,3.64,0.2,66.9,29.88,9.56
2016-04-13,13.8,16.65,20.1,2.69,0,63.54,27,8.1
2016-04-14,12.2,18.13,26.9,3.02,0,61.53,39.6,7.11
2016-04-15,13.1,19.85,27.9,3.58,0,51.34,23.76,5.76
2016-04-16,13.9,16.45,19.8,3.3,0,66.69,29.52,7.02
2016-04-17,13.5,16.29,19.9,3.02,0,48.5,27,8.21
2016-04-18,10,17.94,25.4,2.91,0,51.59,37.08,8.72
2016-04-19,15.2,20.98,27.5,3.02,0,41.21,39.24,9.24
2016-04-20,15,21.7,28.3,2.8,0,36.18,39.96,11.69
2016-04-21,17,21.18,24.1,1.79,4.2,42.22,31.32,10.78
2016-04-22,14.5,15.52,17,3.02,0,52.08,30.24,10.32
2016-04-23,13.7,15.93,18.6,3.36,0,60.16,25.56,6.63
2016-04-24,11.9,16.53,21,2.91,0,62.75,17.64,4.7
2016-04-25,10.9,18.84,25.1,2.86,0,48.61,36.72,10.64
2016-04-26,11.8,18.75,25.6,2.69,0,41.53,37.08,11.06
2016-04-27,16.3,21.27,25.3,2.74,0,30.92,50.76,16.01
2016-04-28,18.7,21.88,25.4,1.9,0,38.75,34.92,9.31
2016-04-29,17.2,19.33,22.5,0.39,3.4,59.78,43.2,12.87
2016-04-30,17,20.08,24.1,2.63,0,65.72,51.48,15.58
2016-05-01,10.6,15.15,21.8,1.96,8,56.17,54.36,15.75
2016-05-02,9,13.57,18.7,2.35,0,48.7,47.16,15.16
2016-05-03,13.3,16.1,19.5,2.58,0,47.19,68.4,20.74
2016-05-04,9.6,14.14,17.9,2.35,0,46.8,30.96,11.86
2016-05-05,13.4,17.32,21,2.24,0,47.37,55.8,18.24
2016-05-06,15.9,19.21,25,2.3,0,45.74,40.32,14.09
2016-05-07,13.1,19.63,25.9,2.58,0,48.33,41.4,11.12
2016-05-08,15.4,18.15,19.8,0.5,3.4,71.3,31.32,7.84
2016-05-09,13.5,18.29,22.8,2.24,8.4,68.71,60.48,19.25
2016-05-10,13.7,15.5,17.8,2.3,1,55.63,48.96,17.85
2016-05-11,12.4,14.93,17.3,1.57,0,56.61,42.84,15.21
2016-05-12,15.7,18.34,21.5,2.07,0.2,57.89,36,13.95
2016-05-13,16.2,18.15,21.7,2.13,0,50.26,32.4,11.63
2016-05-14,14.9,18.16,21.7,2.13,0,55.3,50.76,17.03
2016-05-15,11.9,17.15,22.1,2.13,0,48.14,39.6,12.15
2016-05-16,7.4,14.64,19.6,2.18,0,60.22,51.48,13.69
2016-05-17,13.8,15.89,17.9,1.34,0.2,47.78,33.48,10.48
2016-05-18,13.6,16.01,19.3,2.02,0,43.79,31.32,9.88
2016-05-19,14.3,16.43,18.4,1.96,0.2,57.04,41.04,14.3
2016-05-20,10.8,14.45,17.7,1.79,0,61.21,21.6,5.64
2016-05-21,8.2,13.26,18.1,1.9,0,63.37,36,11.71
2016-05-22,12.7,18.29,23.2,1.9,0,46.25,57.6,17.78
2016-05-23,11.1,14.62,20.1,1.79,4.2,55.18,48.6,13.99
2016-05-24,8,12.69,16.2,1.68,0.2,64.17,29.16,8.06
2016-05-25,7.5,11.61,15.8,1.9,6.6,69.51,39.96,15.62
2016-05-26,9.1,11.17,12.7,0.84,2.8,78.53,31.68,11.62
2016-05-27,8.5,10.93,14.4,1.68,0,65.69,20.88,7.53
2016-05-28,6.7,10.44,13.5,1.29,3.4,72.58,31.68,8.26
2016-05-29,8.4,11.75,13.8,1.46,0,51.05,26.64,8.77
2016-05-30,7,10.62,15.3,1.51,0,56.27,20.88,5.2
2016-05-31,3.8,10,17.4,1.46,0,60.82,18.72,6.34
2016-06-01,5.1,10.59,18.2,1.68,0,64.38,15.48,3.97
2016-06-02,5.2,9.21,13.8,1.29,0,78.62,15.48,5.38
2016-06-03,9.9,12.91,14.5,1.4,2.4,72.88,11.88,3.86
2016-06-06,9.1,11.66,14,1.68,0,72.54,42.48,10.13
2016-06-07,10.2,12.92,15.5,1.01,0.8,73.7,36.36,9.3
2016-06-08,10.4,12.6,14.6,1.79,0.8,71.52,50.4,15.22
2016-06-09,11.8,14.38,17.5,1.51,0.4,66.85,33.12,12.55
2016-06-10,10.2,12.33,15.8,1.57,3,64.87,36,11.5
2016-06-11,8.4,10.56,13.3,1.46,0,58.45,44.64,11.6
2016-06-12,6.1,9.81,14.1,1.46,0,58.24,21.6,4.44
2016-06-13,4.4,9.13,13.6,1.46,0,61.3,43.2,13.44
2016-06-14,9.2,11.53,15.5,1.46,0,58.25,30.96,11.23
2016-06-15,6.3,11.54,17.9,1.46,0,64.1,19.44,6.55
2016-06-16,7.7,11.19,14.2,0.95,2,68.29,51.48,13.59
2016-06-17,13.1,13.96,15.6,0.5,2.4,78.67,28.8,7.44
2016-06-20,11.6,12.87,14.5,0.28,0,74.07,25.56,10.3
2016-06-21,10.1,11.94,14.1,1.51,0.4,69.92,55.44,12.84
2016-06-22,10.7,13.12,15.7,1.4,0,57.8,42.12,13.43
2016-06-23,8.3,11.47,14.8,1.51,11.6,66.04,54.36,17.01
2016-06-24,5.8,7.54,10.1,1.29,2,66.36,46.08,12.35
2016-06-25,5.1,8.42,12.6,1.51,0,66.64,20.52,5.11
2016-06-26,4.3,7.9,10.7,1.46,0.2,67.2,28.44,11.21
2016-06-27,6.6,8.14,11,0.73,1,75.77,22.32,7.34
2016-06-28,6.2,10.87,16.9,1.51,0.2,70.19,23.4,6.99
2016-06-29,8.8,11.99,15.6,1.51,0.2,65.95,45.72,12.24
2016-06-30,6.8,9.99,12,1.4,4,65.12,57.96,19.13
2016-07-01,7.6,11.16,14.2,1.4,1.2,68.18,37.8,9.41
2016-07-02,11.1,13.47,16.2,1.51,0,59.84,26.28,9.48
2016-07-03,11,13.29,16.7,1.51,0,62.21,43.2,12.18
2016-07-04,10.6,11.8,13.7,0.56,0,58.65,34.92,12.32
2016-07-05,9.3,11.02,13.7,0.28,6.8,78.94,28.08,6.78
2016-07-06,11,12.68,13.4,0.67,1.6,78.75,39.24,10.29
2016-07-07,10.9,12.33,14.6,1.01,2.6,77.64,30.24,7.95
2016-07-08,11.2,11.69,12.2,0,0,79.23,4.32,0.31
2016-07-14,10.5,11.95,13.6,0.56,0,54.34,25.56,10.55
2016-07-15,9.6,12.18,15.2,1.18,0,58.78,25.92,7.63
2016-07-16,6.9,11.26,15.3,1.62,0,55.24,14.4,4.83
2016-07-17,4.9,11.31,16,1.79,0,59.48,50.4,16.91
2016-07-18,12.3,14.79,18.6,2.07,0,63.86,59.4,20.1
2016-07-19,12.3,14.36,16.1,1.4,1.2,67.66,18.36,4.17
2016-07-20,9.4,12.98,16.6,1.79,0.2,71.36,13.68,3.85
2016-07-21,7.6,14.42,18.5,1.96,0,70.63,47.16,15.84
2016-07-22,9.5,14.64,18.1,1.62,4.6,65.3,62.28,18.63
2016-07-23,6.8,8.86,11.3,1.74,2.2,62.18,52.2,15.44
2016-07-24,4.5,8.11,11.2,1.57,0,64.04,42.12,13.08
2016-07-25,7.7,10.33,14.3,2.13,3.6,58.88,51.84,16.28
2016-07-26,6.7,8.95,11.2,1.23,0,56.46,42.12,16.14
2016-07-27,8.2,10.49,12.7,1.79,0.2,60.76,37.44,12.9
2016-07-28,7,11.51,15.4,1.34,0,60.86,27.72,10.69
2016-07-29,10.7,12.27,16.2,1.46,2.6,70.54,30.6,10.89
2016-07-30,9.3,11.69,14.3,1.57,0.2,72.67,55.8,16.67
2016-07-31,10.4,13.02,16.7,2.07,2,63.24,42.12,10.93
2016-08-01,9.3,12.49,14.5,1.4,12.8,77.45,36.36,13.25
2016-08-02,9.3,11.27,13.4,2.02,1,62.98,35.64,9.68
2016-08-03,9.6,11.39,13,2.18,0.6,70.96,28.44,7.51
2016-08-04,7.3,10.86,15,2.02,0,61.59,23.76,7
2016-08-05,4.1,10.38,14.4,2.02,0,59.54,19.8,5.51
2016-08-06,6.2,10.26,14.5,1.23,0,59.24,15.48,5.05
2016-08-07,8.5,11.98,16.8,2.13,0,49.92,16.56,5.85
2016-08-08,5.2,10.03,14,2.13,0,54.79,42.48,15.29
2016-08-09,12,14.8,18.5,2.24,0,50.43,55.44,22.62
2016-08-10,8.5,11.75,14.6,2.35,7.4,56.61,43.92,16.16
2016-08-11,6.7,10.85,14.7,2.18,0,53.66,29.88,10.28
2016-08-12,7.4,10.68,14,2.35,0.8,61.92,46.08,16.35
2016-08-13,8,11.7,14.9,2.46,0,61.72,29.52,10.54
2016-08-14,8.9,13.38,17.8,2.41,0.4,58.95,25.2,6.82
2016-08-15,10.3,13.86,17.8,2.41,0,56.82,35.64,11.01
2016-08-16,10.6,13.23,17.4,2.41,0,58.13,45.36,17.94
2016-08-18,18.2,19.75,21.1,2.58,0,37.63,50.04,23.66
2016-08-19,8.1,13.71,19.6,0.39,8.8,59.28,57.24,16.01
2016-08-20,6.8,10.24,13.5,2.52,1.2,56.46,37.8,13.18
2016-08-21,10.7,12.22,14.9,2.3,3.6,65.96,30.24,11.13
2016-08-22,9.8,11.57,16,2.74,15.8,68.88,28.08,6.23
2016-08-23,8.5,11.65,14.2,2.3,0.2,56.52,26.28,6.84
2016-08-24,3.9,9.16,12.9,2.41,0,68.39,26.28,6.7
2016-08-25,7.4,10.03,13.9,2.69,0.2,64.21,34.56,11.01
2016-08-26,7.2,10.73,14.3,2.46,0,54.12,24.84,8.11
2016-08-27,8.8,12.16,15.9,2.97,0,45.19,35.64,12.46
2016-08-28,10.5,13.86,19.3,2.97,0,45.21,25.92,10.11
2016-08-29,9.8,14.44,20,3.25,0,44.68,36.36,11.55
2016-08-30,11.9,14.71,16.9,1.4,0.2,54.42,48.6,14.1
2016-08-31,13.4,16.23,20.1,3.42,0,56.64,34.2,10.39
2016-09-01,12.3,13.68,16.1,3.08,0.4,66.74,16.92,5.68
2016-09-02,11.2,12.86,15.2,2.35,0,69.12,22.68,7.42
2016-09-03,9.7,12.87,16,2.74,1,57.1,34.92,10.92
2016-09-04,9.7,13.67,17.2,3.14,0,57.01,25.56,9.59
2016-09-05,12.8,15.27,19.3,2.46,0,55.4,20.88,6.49
2016-09-06,9.3,15.18,21.2,3.08,0,59.21,21.96,6.44
2016-09-07,10.2,15.94,21.5,3.36,0,55.28,41.04,10.61
2016-09-08,15.7,19.21,23,3.42,0,46.21,52.2,20.26
2016-09-09,12.4,16.22,20.4,1.51,6.4,68.69,47.88,12.75
2016-09-10,10.3,12.57,14.3,1.96,6.6,67.41,40.68,10.43
2016-09-11,7.7,12.4,16.7,3.36,0,55.18,27.72,7.33
2016-09-12,9.7,11.37,14.5,1.96,4.4,72.93,22.32,5.4
2016-09-13,9.8,11.73,14.3,1.18,16,87.87,27,6.88
2016-09-14,9,12.71,15.4,3.86,10.8,68.33,48.24,15.3
2016-09-15,8.8,11.37,14.8,4.2,6.2,76.35,45,10.68
2016-09-16,9.3,12.57,15.8,4.2,0,55.48,28.8,8.45
2016-09-17,11.6,15.5,20.3,3.58,0,50.85,39.6,15.98
2016-09-18,9.2,11.99,16.3,1.18,0.4,64.72,35.28,11.16
2016-09-19,8.4,11.79,16.3,4.14,0,56.93,32.04,7.89
2016-09-20,9.5,14.11,19.3,4.03,0,47.26,45.36,14.75
2016-09-21,10.8,13.26,15.7,3.86,1.2,69.39,28.08,9.5
2016-09-22,9.5,11.86,13.8,2.74,1.4,67.69,36.36,12.62
2016-09-23,9.3,13.44,17.9,4.2,0,62.6,16.2,5.49
2016-09-24,11,15.11,19.6,4.37,2.8,56.64,45,14.02
2016-09-25,9.4,12.27,14.5,4.2,3.8,58.68,36.72,9.67
2016-09-26,7.7,12.11,17.3,4.2,11,61.45,32.76,8.06
2016-09-27,7.2,11.41,15.4,4.54,3.4,68.94,41.4,7.14
2016-09-28,7.8,13.94,18.5,4.09,0.2,57.17,45.72,15.53
2016-09-29,9.3,13.33,16.6,4.14,2.4,57.54,45,17.96
2016-09-30,9.1,12.56,16.8,4.14,0.2,64.01,22.68,8.38
2016-10-01,11.9,14.27,18.6,4.2,1.4,60.89,36.36,13.67
2016-10-02,12.1,17.93,23.8,5.04,4.6,44.46,73.44,23.39
2016-10-03,11,13.46,16,4.87,4.2,58.11,61.2,17.18
2016-10-04,8.9,12.13,16.6,4.76,3.2,58.37,57.96,19.03
2016-10-05,7.9,12.34,17,2.07,0.2,58.31,43.2,12.86
2016-10-06,10.8,18.94,27.1,4.48,0,51.33,43.92,14.31
2016-10-07,13.3,18.58,22.8,2.74,0,45.66,50.4,14.45
2016-10-08,10.1,13.53,17,4.59,0,52.39,27.72,8.63
2016-10-09,10.2,16.85,21.9,5.21,1,49.66,78.84,22.69
2016-10-10,8.8,13.4,17.1,5.21,3,46.65,50.76,15.58
2016-10-11,7.5,11.22,14.9,5.04,0,53.97,37.08,14.01
2016-10-12,9.8,12.2,15.4,4.42,4.8,59.49,41.76,10.84
2016-10-13,10.1,12.4,15.3,4.7,0,45.12,30.24,8.29
2016-10-14,5.7,14.64,22.5,4.76,0,45.82,35.64,9.06
2016-10-15,13.4,19.19,24.4,5.66,0,36.05,61.2,23.14
2016-10-16,10.1,17.83,22.5,4.93,8.6,44.74,63.36,18.12
2016-10-17,9.4,13.77,18.7,5.49,0.2,52.78,34.92,12.11
2016-10-18,8.8,12.31,17.1,5.49,2.4,56.49,46.08,14.67
2016-10-19,6.9,11.83,17,5.43,0,47.03,23.4,7.18
2016-10-20,7.5,15.68,21.5,4.98,0,36.81,56.16,20.38
2016-10-21,9,14.32,20.3,1.74,13.8,57.76,62.64,17.72
2016-10-22,6.7,10,13.2,5.82,6.4,66.76,49.32,15.96
2016-10-23,7.1,10.85,14,6.44,9.8,63.33,34.2,11.38
2016-10-24,10.5,13.51,18.4,5.21,0,51.68,18.36,6.49
2016-10-25,10.5,18.67,25.5,5.94,0,39.67,55.44,15.6
2016-10-26,11.6,16.54,21.8,3.64,0.8,53.66,31.32,10.04
2016-10-27,10.4,13.06,15.7,5.71,0,53.06,33.84,11.05
2016-10-28,7.1,12.97,17.5,5.77,0,53.83,22.32,7.81
2016-10-29,9.7,17.49,25.3,5.43,0,49.4,32.4,8.23
2016-10-30,9.1,19.84,27.4,6.27,0.6,40.24,55.44,19.97
2016-10-31,7.6,12.44,17.3,6.33,0.4,44.71,39.24,12.21
2016-11-01,9.3,13.82,18.4,6.27,0.2,49.77,36,11.61
2016-11-02,9.2,13.99,19,5.21,0,51.05,33.48,9.97
2016-11-03,10.2,15.32,20.2,5.6,0,53.71,22.32,6.74
2016-11-04,10.5,19.84,29.5,6.05,0,40.65,58.32,18.51
2016-11-05,10,13.43,16.7,6.89,0,44.74,49.68,19.9
2016-11-06,12.1,16.95,23.1,6.72,0,43.08,39.6,14.22
2016-11-07,13.9,18.4,26.1,5.04,0,47.21,64.44,16.18
2016-11-08,11.3,14.49,18.9,5.54,0,48.56,26.28,10.99
2016-11-09,11.8,14.53,17.8,6.5,0,58.17,30.6,9.17
2016-11-10,12.9,14.96,18.1,6.89,0,55.08,23.76,7.84
2016-11-11,9.8,16.37,24.2,5.82,0,54.89,25.56,7.64
2016-11-12,13.7,18.43,24.7,6.66,1.8,51.83,51.48,14.43
2016-11-13,11.5,14.92,18.5,7.22,7,60.89,45.36,15.04
2016-11-14,11.4,13.76,16.4,5.88,7.8,58.19,52.2,18.59
2016-11-15,11.2,14.42,19.6,5.32,0,63.77,27.72,10.18
2016-11-16,12,15.86,21,7.17,0,65.12,20.16,7.72
2016-11-17,12.4,22.62,31.7,6.38,0,43.34,46.08,13.71
2016-11-18,14.3,17.1,26.1,5.6,0,59.97,30.6,8.44
2016-11-19,12.5,16.46,20.9,6.38,0,54.42,23.4,6.78
2016-11-20,12.3,22.91,33.7,7.11,0,45.9,41.76,6.13
2016-11-21,21.7,26.96,35.3,7.11,1.2,36.26,54.72,17.53
2016-11-22,12.7,15.42,21.7,1.96,11,78.35,24.84,8.09
2016-11-23,11.1,13.29,16,7.22,4.6,62.54,46.8,11.35
2016-11-24,9.6,13.52,17.4,8.06,0.8,61.28,35.64,12.04
2016-11-25,11.2,14.2,17.2,7.95,0.4,54.67,35.28,12.63
2016-11-26,11.8,14.61,17.4,7.73,0,55.02,30.24,11.87
2016-11-27,11.4,14.37,16.9,4.31,0.2,66.73,23.04,8.2
2016-11-28,12.9,15.85,20,6.66,0.2,61.93,21.24,6.72
2016-11-29,12.6,16.32,20.4,6.44,0,58.34,27,7.21
2016-11-30,13.7,15.89,18.4,6.78,0,70.1,24.12,8.65
2016-12-01,14,18.09,22.5,6.33,0,57.44,26.28,6.79
2016-12-02,13.4,16.92,21.4,7.22,0,54.1,26.64,9.11
2016-12-03,11.6,17.74,24.3,6.55,0,45.69,22.32,7.42
2016-12-04,13.1,22.21,32,6.55,2,48.92,36.72,10.98
2016-12-05,15.1,19.27,24,7,0,53.95,39.24,12.82
2016-12-06,13.6,16.71,21.2,6.78,0,52.23,30.96,8.19
2016-12-07,11.7,20.16,28.7,6.78,0,36.09,25.56,7.31
2016-12-08,13.1,19.4,26.4,7.67,10.8,45.5,59.04,19.88
2016-12-09,10.2,13.59,17.1,8.62,0.4,55.44,42.12,15.37
2016-12-10,12.4,15.2,18.5,7.73,0,50.61,23.76,10.19
2016-12-11,12.9,16.24,19.7,7.45,0.8,59.22,31.32,9.26
2016-12-12,11,22.97,34.1,7.28,0,37.56,28.08,7.94
2016-12-13,20.6,27.99,36.6,5.94,0,17.7,44.28,13.56
2016-12-14,14.2,17.15,21.5,7.45,0,47.77,36,14.61
2016-12-15,12.4,15.55,18.7,6.89,0,44.89,36.36,11.22
2016-12-16,10.5,18.39,25.1,7.73,0,54.47,25.56,8.1
2016-12-17,13.1,17,21.1,7.95,0,45.91,52.56,16.79
2016-12-18,9.9,14.13,17.7,6.83,0,43.34,30.96,10.95
2016-12-19,9.3,20.74,30.2,6.66,0,31.3,50.76,13.5
2016-12-20,13.7,19.53,24.8,7.11,4.6,41.91,30.96,10.8
2016-12-21,13.4,16.33,19.2,7.67,0,52.99,33.48,12.42
2016-12-22,14.6,17.16,20.3,6.83,0,57.09,31.32,10.25
2016-12-23,13.8,20.29,27.6,6.66,0,59.01,26.64,7.1
2016-12-24,18,25.02,34.9,7.34,0.2,47.49,49.68,11.19
2016-12-25,17.1,27.98,36.6,7.84,0,39.51,35.28,10.69
2016-12-26,18.7,23.8,30.3,5.94,1.6,52.72,35.28,11.15
2016-12-27,18.5,22.19,27.1,2.63,1,71.31,31.68,7.37
2016-12-28,22.9,30.48,38.4,9.18,0,35.04,70.2,18.58
2016-12-29,22.2,27.67,33.4,8.79,20.8,52.41,41.76,11.15
2016-12-30,19.5,23.08,28.6,7.28,0.2,50.58,27,9.08
2016-12-31,17.4,20.29,25,7.06,0,53.79,28.44,9.43
2017-01-01,16.7,18.4,20.8,5.71,0.6,70.9,31.32,9.22
2017-01-02,14.2,16.01,18,6.72,1.6,67.79,34.92,11.55
2017-01-03,15.3,17.36,20.2,7,0,58.15,31.32,9.38
2017-01-04,14.8,22.05,29.8,7.06,0,58.63,20.16,6.69
2017-01-05,19.6,25.06,32.7,7.17,0,50.67,28.08,9.13
2017-01-06,18.3,26.52,35.5,7.95,0,45.41,21.24,7.06
2017-01-07,22.5,30.55,37.3,8.51,0,29.88,36.36,10.84
2017-01-08,19.5,26.46,34.1,6.83,0,38.2,36.72,13.01
2017-01-09,18.5,21.02,24.9,4.7,0,55.85,21.6,6.79
2017-01-10,17.9,21.12,27.6,6.89,0,59.74,29.52,8.33
2017-01-11,17,19.71,24.7,7.78,0,54.27,24.84,10.17
2017-01-12,14.1,21.05,27.4,7,0,48.5,21.96,7.36
2017-01-13,18.9,22.79,29.3,2.86,3.6,49.9,50.04,11.14
2017-01-14,14.4,18.73,22.9,8.68,0.2,42.69,47.52,16.22
2017-01-15,15.1,17.76,22.1,7.62,0,48.16,27,9.15
2017-01-16,12.1,22.67,33.1,7.34,0,44.7,19.44,6.44
2017-01-17,21.4,28.36,37.6,10.58,0,26.27,35.28,9.41
2017-01-18,14.9,18.8,21.7,7.39,0.2,50.9,37.8,12.54
2017-01-19,13.4,18.64,23.6,6.89,0,47.82,24.48,7.74
2017-01-20,16.1,18.22,21.5,8.62,16.8,58.08,48.96,15.62
2017-01-21,15.4,18.32,22.3,7.67,0,50.58,25.56,9.8
2017-01-22,14,21.9,29.9,7.22,0,50.83,22.32,6.51
2017-01-23,21.1,27.31,37.6,9.69,0,42.71,55.08,10
2017-01-24,16.6,20.8,25.8,7.22,0.2,50.16,45.72,14.11
2017-01-25,14.8,18.21,21.8,7.06,0,46.6,29.88,9.34
2017-01-26,16.2,18.55,21.5,6.78,0,57.72,27.36,8.91
2017-01-27,17.1,20.25,23.9,6.72,0,52.28,27.36,8
2017-01-28,16,20.83,29.8,6.72,0,59.36,30.6,7.77
2017-01-29,16.5,21.31,26.4,6.55,0,57.72,30.96,7.39
2017-01-30,18.5,23.67,30.6,2.07,0.8,50.15,33.48,9.46
2017-01-31,16.6,18.84,22.6,6.78,0.6,48.63,34.2,12.02
2017-02-01,14.8,18.18,20.6,5.26,0,47.58,17.64,6.41
2017-02-02,14.5,18.9,24.2,7,0,49.67,27.36,7.92
2017-02-03,16.6,20.97,27.5,6.38,0,50.36,18.36,6.74
2017-02-04,15.2,24.24,36.8,7.34,0,47.36,35.64,9.68
2017-02-05,19.6,23.64,30.5,7.34,21.4,52.06,43.56,11.43
2017-02-06,15.4,17.5,20.7,3.02,5.6,56,29.88,9.09
2017-02-07,15.6,20.91,28.3,6.27,0,47.43,32.4,9.43
2017-02-08,17,27.11,36.6,6.94,0,44.39,43.56,11.34
2017-02-09,20.7,27.37,36.1,8.57,0,47.39,55.08,17.39
2017-02-10,19.5,22.5,30.3,6.89,0,64.57,26.64,7.39
2017-02-11,18.5,20.94,26.1,7.34,0,60.28,25.2,7.52
2017-02-12,14.6,17.13,20,6.94,1.4,51.68,50.76,17.23
2017-02-13,13.9,17.03,20.9,6.94,0,59.84,41.04,14.46
2017-02-14,14.2,16.78,20.1,7.45,1.2,59.24,25.56,9.4
2017-02-15,10.5,20.96,32.3,5.99,0,45.84,54.72,11.61
2017-02-16,17.3,19.82,23.2,5.71,0,63.56,29.88,8.26
2017-02-17,15.7,19.37,25.7,5.99,0,49.38,39.6,7.88
2017-02-18,12.9,16.34,19,5.82,0.2,46.28,31.32,10.86
2017-02-19,11.5,13.51,17.1,6.66,4.4,55.18,44.64,12.37
2017-02-20,11.6,15.58,19.7,6.22,0.6,55.99,41.04,13.21
2017-02-21,10.2,17.46,24.5,5.82,0,49.54,24.12,6.86
2017-02-22,12.6,23.68,33.7,6.1,0,33.71,47.88,14.2
2017-02-23,16.7,20.8,25.3,6.16,0,55.38,29.16,8.65
2017-02-24,16,17.77,20,6.94,2.4,58.43,34.56,9.3
2017-02-25,14.5,17.33,19.6,5.6,0,51.35,41.4,11.04
2017-02-26,12.7,21.49,29.2,5.82,0,52.71,34.92,8.02
2017-02-27,17.1,25.32,33.2,5.94,0,37.5,37.08,8.62
2017-02-28,18.4,26.8,34.5,6.66,0,31.58,28.44,8.03
2017-03-01,18.1,24.74,31.4,6.1,0,37.57,24.48,6.49
2017-03-02,17,20.25,24.6,5.26,0,70.81,27.36,9.47
2017-03-03,18.1,21.71,28.7,5.82,0.8,67.67,35.28,11.13
2017-03-04,16.8,22.47,28.6,5.6,0,60.49,22.68,6.75
2017-03-05,19.2,21.46,25.4,5.77,0.2,67.94,31.68,8.51
2017-03-06,18.1,21.91,28,5.32,0,51.34,39.96,13.09
2017-03-07,14.9,21.08,29,5.21,0,45.61,35.28,8.56
2017-03-08,14.8,22.72,31.2,5.38,0,41.7,27,7.77
2017-03-09,15.5,24.75,32.8,5.94,0,31.83,30.96,8.33
2017-03-10,17.9,21.2,25.7,4.54,0,60.05,27.36,8
2017-03-11,18.2,20.81,26.7,5.21,0,68.18,28.44,7.08
2017-03-12,18.6,22.15,27.4,4.54,0.2,57.75,32.4,8.82
2017-03-13,16.8,20.83,24.3,4.65,0,62.04,28.44,8.93
2017-03-14,19.2,25.14,33,5.21,0,52.83,29.88,7.15
2017-03-15,22,27.75,33.4,5.21,0,32,44.64,12.86
2017-03-16,18.1,22.61,27.8,4.65,1.8,52.98,50.4,15.15
2017-03-17,16.4,19.13,22.2,4.82,0,47.25,32.04,11.14
2017-03-18,12.6,21.73,30.9,5.04,0,46.06,18.36,5.95
2017-03-19,17.1,25.56,33.4,6.16,0,33.7,23.76,7.27
2017-03-20,20.7,23.92,28.3,5.43,3.4,57.4,25.56,6.88
2017-03-21,20.3,22.28,26,3.92,14.2,77.47,27,6.4
2017-03-22,17.9,19.87,23.4,2.91,0.8,68.66,39.96,12.5
2017-03-23,16.4,19.99,25.3,4.98,0,60.27,34.56,13.42
2017-03-24,14.1,19.88,25.8,4.93,0,61.91,24.48,5.34
2017-03-25,19.2,23.21,29.2,4.7,0,58.08,36.36,9.19
2017-03-26,19.8,21.97,25.8,4.82,0.2,66.77,20.52,6.35
2017-03-27,16.1,22.86,31.9,4.37,2.8,49.41,59.76,15.15
2017-03-28,12.7,18.69,25.2,4.2,0.2,50.96,17.28,4.42
2017-03-29,11.6,19.97,27.3,4.54,1,42.69,45.72,14.41
2017-03-30,10.3,11.1,13.6,1.23,2.4,77,24.84,6.92
2017-04-26,8.7,11.34,14.3,2.8,4.2,56.39,52.2,16.54
2017-04-27,7.9,11.08,14,2.74,11.6,69.8,36.36,7.68
2017-04-28,12.3,15.7,19.3,2.18,0,67.39,24.48,6.13
